source_artifact,feature_name,normalized_feature_name,feature_role,policy_status,matched_policy_rule,review_note
ao2_gradient_boosting_feature_importance,categorical__order_state_normalized_lima,categorical_order_state_normalized_lima,feature_importance_driver,caution,caution_approved:order_state_normalized,"Approved predictor family, but interpretation needs caution due to sparsity or commercial proxy risk."
ao2_gradient_boosting_feature_importance,categorical__order_state_normalized_lima_ciudad,categorical_order_state_normalized_lima_ciudad,feature_importance_driver,caution,caution_approved:order_state_normalized,"Approved predictor family, but interpretation needs caution due to sparsity or commercial proxy risk."
ao2_gradient_boosting_feature_importance,categorical__order_state_normalized_limburgo,categorical_order_state_normalized_limburgo,feature_importance_driver,caution,caution_approved:order_state_normalized,"Approved predictor family, but interpretation needs caution due to sparsity or commercial proxy risk."
ao2_gradient_boosting_feature_importance,categorical__order_state_normalized_limpopo,categorical_order_state_normalized_limpopo,feature_importance_driver,caution,caution_approved:order_state_normalized,"Approved predictor family, but interpretation needs caution due to sparsity or commercial proxy risk."
ao2_gradient_boosting_feature_importance,categorical__order_state_normalized_lisboa,categorical_order_state_normalized_lisboa,feature_importance_driver,caution,caution_approved:order_state_normalized,"Approved predictor family, but interpretation needs caution due to sparsity or commercial proxy risk."
ao2_gradient_boosting_feature_importance,categorical__order_state_normalized_littoral,categorical_order_state_normalized_littoral,feature_importance_driver,caution,caution_approved:order_state_normalized,"Approved predictor family, but interpretation needs caution due to sparsity or commercial proxy risk."
ao2_gradient_boosting_feature_importance,categorical__order_state_normalized_liubliana,categorical_order_state_normalized_liubliana,feature_importance_driver,caution,caution_approved:order_state_normalized,"Approved predictor family, but interpretation needs caution due to sparsity or commercial proxy risk."
ao2_gradient_boosting_feature_importance,categorical__order_state_normalized_lodz,categorical_order_state_normalized_lodz,feature_importance_driver,caution,caution_approved:order_state_normalized,"Approved predictor family, but interpretation needs caution due to sparsity or commercial proxy risk."
ao2_gradient_boosting_feature_importance,categorical__order_state_normalized_lombarda,categorical_order_state_normalized_lombarda,feature_importance_driver,caution,caution_approved:order_state_normalized,"Approved predictor family, but interpretation needs caution due to sparsity or commercial proxy risk."
ao2_gradient_boosting_feature_importance,categorical__order_state_normalized_lorestan,categorical_order_state_normalized_lorestan,feature_importance_driver,caution,caution_approved:order_state_normalized,"Approved predictor family, but interpretation needs caution due to sparsity or commercial proxy risk."
ao2_gradient_boosting_feature_importance,categorical__order_state_normalized_loreto,categorical_order_state_normalized_loreto,feature_importance_driver,caution,caution_approved:order_state_normalized,"Approved predictor family, but interpretation needs caution due to sparsity or commercial proxy risk."
ao2_gradient_boosting_feature_importance,categorical__order_state_normalized_lori,categorical_order_state_normalized_lori,feature_importance_driver,caution,caution_approved:order_state_normalized,"Approved predictor family, but interpretation needs caution due to sparsity or commercial proxy risk."
ao2_gradient_boosting_feature_importance,categorical__order_state_normalized_los_lagos,categorical_order_state_normalized_los_lagos,feature_importance_driver,caution,caution_approved:order_state_normalized,"Approved predictor family, but interpretation needs caution due to sparsity or commercial proxy risk."
ao2_gradient_boosting_feature_importance,categorical__order_state_normalized_los_ros,categorical_order_state_normalized_los_ros,feature_importance_driver,caution,caution_approved:order_state_normalized,"Approved predictor family, but interpretation needs caution due to sparsity or commercial proxy risk."
ao2_gradient_boosting_feature_importance,categorical__order_state_normalized_luanda,categorical_order_state_normalized_luanda,feature_importance_driver,caution,caution_approved:order_state_normalized,"Approved predictor family, but interpretation needs caution due to sparsity or commercial proxy risk."
ao2_gradient_boosting_feature_importance,categorical__order_state_normalized_lublin,categorical_order_state_normalized_lublin,feature_importance_driver,caution,caution_approved:order_state_normalized,"Approved predictor family, but interpretation needs caution due to sparsity or commercial proxy risk."
ao2_gradient_boosting_feature_importance,categorical__order_state_normalized_lucerna,categorical_order_state_normalized_lucerna,feature_importance_driver,caution,caution_approved:order_state_normalized,"Approved predictor family, but interpretation needs caution due to sparsity or commercial proxy risk."
ao2_gradient_boosting_feature_importance,categorical__order_state_normalized_lugansk,categorical_order_state_normalized_lugansk,feature_importance_driver,caution,caution_approved:order_state_normalized,"Approved predictor family, but interpretation needs caution due to sparsity or commercial proxy risk."
ao2_gradient_boosting_feature_importance,categorical__order_state_normalized_luisiana,categorical_order_state_normalized_luisiana,feature_importance_driver,caution,caution_approved:order_state_normalized,"Approved predictor family, but interpretation needs caution due to sparsity or commercial proxy risk."
ao2_gradient_boosting_feature_importance,categorical__order_state_normalized_lusaka,categorical_order_state_normalized_lusaka,feature_importance_driver,caution,caution_approved:order_state_normalized,"Approved predictor family, but interpretation needs caution due to sparsity or commercial proxy risk."
ao2_gradient_boosting_feature_importance,categorical__order_state_normalized_luxemburgo,categorical_order_state_normalized_luxemburgo,feature_importance_driver,caution,caution_approved:order_state_normalized,"Approved predictor family, but interpretation needs caution due to sparsity or commercial proxy risk."
ao2_gradient_boosting_feature_importance,categorical__order_state_normalized_luzn_central,categorical_order_state_normalized_luzn_central,feature_importance_driver,caution,caution_approved:order_state_normalized,"Approved predictor family, but interpretation needs caution due to sparsity or commercial proxy risk."
ao2_gradient_boosting_feature_importance,categorical__order_state_normalized_lviv,categorical_order_state_normalized_lviv,feature_importance_driver,caution,caution_approved:order_state_normalized,"Approved predictor family, but interpretation needs caution due to sparsity or commercial proxy risk."
ao2_gradient_boosting_feature_importance,categorical__order_state_normalized_madhya_pradesh,categorical_order_state_normalized_madhya_pradesh,feature_importance_driver,caution,caution_approved:order_state_normalized,"Approved predictor family, but interpretation needs caution due to sparsity or commercial proxy risk."
ao2_gradient_boosting_feature_importance,categorical__order_state_normalized_madrid,categorical_order_state_normalized_madrid,feature_importance_driver,caution,caution_approved:order_state_normalized,"Approved predictor family, but interpretation needs caution due to sparsity or commercial proxy risk."
ao2_gradient_boosting_feature_importance,categorical__order_state_normalized_magallanes_y_antrtica_chilena,categorical_order_state_normalized_magallanes_y_antrtica_chilena,feature_importance_driver,caution,caution_approved:order_state_normalized,"Approved predictor family, but interpretation needs caution due to sparsity or commercial proxy risk."
ao2_gradient_boosting_feature_importance,categorical__order_state_normalized_magdalena,categorical_order_state_normalized_magdalena,feature_importance_driver,caution,caution_approved:order_state_normalized,"Approved predictor family, but interpretation needs caution due to sparsity or commercial proxy risk."
ao2_gradient_boosting_feature_importance,categorical__order_state_normalized_maharashtra,categorical_order_state_normalized_maharashtra,feature_importance_driver,caution,caution_approved:order_state_normalized,"Approved predictor family, but interpretation needs caution due to sparsity or commercial proxy risk."
ao2_gradient_boosting_feature_importance,categorical__order_state_normalized_maine,categorical_order_state_normalized_maine,feature_importance_driver,caution,caution_approved:order_state_normalized,"Approved predictor family, but interpretation needs caution due to sparsity or commercial proxy risk."
ao2_gradient_boosting_feature_importance,categorical__order_state_normalized_maluku,categorical_order_state_normalized_maluku,feature_importance_driver,caution,caution_approved:order_state_normalized,"Approved predictor family, but interpretation needs caution due to sparsity or commercial proxy risk."
ao2_gradient_boosting_feature_importance,categorical__order_state_normalized_manab,categorical_order_state_normalized_manab,feature_importance_driver,caution,caution_approved:order_state_normalized,"Approved predictor family, but interpretation needs caution due to sparsity or commercial proxy risk."
ao2_gradient_boosting_feature_importance,categorical__order_state_normalized_managua,categorical_order_state_normalized_managua,feature_importance_driver,caution,caution_approved:order_state_normalized,"Approved predictor family, but interpretation needs caution due to sparsity or commercial proxy risk."
ao2_gradient_boosting_feature_importance,categorical__order_state_normalized_manawatuwanganui,categorical_order_state_normalized_manawatuwanganui,feature_importance_driver,caution,caution_approved:order_state_normalized,"Approved predictor family, but interpretation needs caution due to sparsity or commercial proxy risk."
ao2_gradient_boosting_feature_importance,categorical__order_state_normalized_manica,categorical_order_state_normalized_manica,feature_importance_driver,caution,caution_approved:order_state_normalized,"Approved predictor family, but interpretation needs caution due to sparsity or commercial proxy risk."
ao2_gradient_boosting_feature_importance,categorical__order_state_normalized_maniema,categorical_order_state_normalized_maniema,feature_importance_driver,caution,caution_approved:order_state_normalized,"Approved predictor family, but interpretation needs caution due to sparsity or commercial proxy risk."
ao2_gradient_boosting_feature_importance,categorical__order_state_normalized_manipur,categorical_order_state_normalized_manipur,feature_importance_driver,caution,caution_approved:order_state_normalized,"Approved predictor family, but interpretation needs caution due to sparsity or commercial proxy risk."
ao2_gradient_boosting_feature_importance,categorical__order_state_normalized_manisa,categorical_order_state_normalized_manisa,feature_importance_driver,caution,caution_approved:order_state_normalized,"Approved predictor family, but interpretation needs caution due to sparsity or commercial proxy risk."
ao2_gradient_boosting_feature_importance,categorical__order_state_normalized_manitoba,categorical_order_state_normalized_manitoba,feature_importance_driver,caution,caution_approved:order_state_normalized,"Approved predictor family, but interpretation needs caution due to sparsity or commercial proxy risk."
ao2_gradient_boosting_feature_importance,categorical__order_state_normalized_manzini,categorical_order_state_normalized_manzini,feature_importance_driver,caution,caution_approved:order_state_normalized,"Approved predictor family, but interpretation needs caution due to sparsity or commercial proxy risk."
ao2_gradient_boosting_feature_importance,categorical__order_state_normalized_maputo,categorical_order_state_normalized_maputo,feature_importance_driver,caution,caution_approved:order_state_normalized,"Approved predictor family, but interpretation needs caution due to sparsity or commercial proxy risk."
ao2_gradient_boosting_feature_importance,categorical__order_state_normalized_mar_rojo,categorical_order_state_normalized_mar_rojo,feature_importance_driver,caution,caution_approved:order_state_normalized,"Approved predictor family, but interpretation needs caution due to sparsity or commercial proxy risk."
ao2_gradient_boosting_feature_importance,categorical__order_state_normalized_mara,categorical_order_state_normalized_mara,feature_importance_driver,caution,caution_approved:order_state_normalized,"Approved predictor family, but interpretation needs caution due to sparsity or commercial proxy risk."
ao2_gradient_boosting_feature_importance,categorical__order_state_normalized_maradi,categorical_order_state_normalized_maradi,feature_importance_driver,caution,caution_approved:order_state_normalized,"Approved predictor family, but interpretation needs caution due to sparsity or commercial proxy risk."
ao2_gradient_boosting_feature_importance,categorical__order_state_normalized_maramures,categorical_order_state_normalized_maramures,feature_importance_driver,caution,caution_approved:order_state_normalized,"Approved predictor family, but interpretation needs caution due to sparsity or commercial proxy risk."
ao2_gradient_boosting_feature_importance,categorical__order_state_normalized_maran,categorical_order_state_normalized_maran,feature_importance_driver,caution,caution_approved:order_state_normalized,"Approved predictor family, but interpretation needs caution due to sparsity or commercial proxy risk."
ao2_gradient_boosting_feature_importance,categorical__order_state_normalized_marche,categorical_order_state_normalized_marche,feature_importance_driver,caution,caution_approved:order_state_normalized,"Approved predictor family, but interpretation needs caution due to sparsity or commercial proxy risk."
ao2_gradient_boosting_feature_importance,categorical__order_state_normalized_mardin,categorical_order_state_normalized_mardin,feature_importance_driver,caution,caution_approved:order_state_normalized,"Approved predictor family, but interpretation needs caution due to sparsity or commercial proxy risk."
ao2_gradient_boosting_feature_importance,categorical__order_state_normalized_markaz,categorical_order_state_normalized_markaz,feature_importance_driver,caution,caution_approved:order_state_normalized,"Approved predictor family, but interpretation needs caution due to sparsity or commercial proxy risk."
ao2_gradient_boosting_feature_importance,categorical__order_state_normalized_marlborough,categorical_order_state_normalized_marlborough,feature_importance_driver,caution,caution_approved:order_state_normalized,"Approved predictor family, but interpretation needs caution due to sparsity or commercial proxy risk."
ao2_gradient_boosting_feature_importance,categorical__order_state_normalized_marrakechtensiftal_hauz,categorical_order_state_normalized_marrakechtensiftal_hauz,feature_importance_driver,caution,caution_approved:order_state_normalized,"Approved predictor family, but interpretation needs caution due to sparsity or commercial proxy risk."
ao2_gradient_boosting_feature_importance,categorical__order_state_normalized_martima,categorical_order_state_normalized_martima,feature_importance_driver,caution,caution_approved:order_state_normalized,"Approved predictor family, but interpretation needs caution due to sparsity or commercial proxy risk."
ao2_gradient_boosting_feature_importance,categorical__order_state_normalized_martinica,categorical_order_state_normalized_martinica,feature_importance_driver,caution,caution_approved:order_state_normalized,"Approved predictor family, but interpretation needs caution due to sparsity or commercial proxy risk."
ao2_gradient_boosting_feature_importance,categorical__order_state_normalized_mary,categorical_order_state_normalized_mary,feature_importance_driver,caution,caution_approved:order_state_normalized,"Approved predictor family, but interpretation needs caution due to sparsity or commercial proxy risk."
ao2_gradient_boosting_feature_importance,categorical__order_state_normalized_maryland,categorical_order_state_normalized_maryland,feature_importance_driver,caution,caution_approved:order_state_normalized,"Approved predictor family, but interpretation needs caution due to sparsity or commercial proxy risk."
ao2_gradient_boosting_feature_importance,categorical__order_state_normalized_masaya,categorical_order_state_normalized_masaya,feature_importance_driver,caution,caution_approved:order_state_normalized,"Approved predictor family, but interpretation needs caution due to sparsity or commercial proxy risk."
ao2_gradient_boosting_feature_importance,categorical__order_state_normalized_mascate,categorical_order_state_normalized_mascate,feature_importance_driver,caution,caution_approved:order_state_normalized,"Approved predictor family, but interpretation needs caution due to sparsity or commercial proxy risk."
ao2_gradient_boosting_feature_importance,categorical__order_state_normalized_maseru,categorical_order_state_normalized_maseru,feature_importance_driver,caution,caution_approved:order_state_normalized,"Approved predictor family, but interpretation needs caution due to sparsity or commercial proxy risk."
ao2_gradient_boosting_feature_importance,categorical__order_state_normalized_massachusetts,categorical_order_state_normalized_massachusetts,feature_importance_driver,caution,caution_approved:order_state_normalized,"Approved predictor family, but interpretation needs caution due to sparsity or commercial proxy risk."
ao2_gradient_boosting_feature_importance,categorical__order_state_normalized_matagalpa,categorical_order_state_normalized_matagalpa,feature_importance_driver,caution,caution_approved:order_state_normalized,"Approved predictor family, but interpretation needs caution due to sparsity or commercial proxy risk."
ao2_gradient_boosting_feature_importance,categorical__order_state_normalized_matanzas,categorical_order_state_normalized_matanzas,feature_importance_driver,caution,caution_approved:order_state_normalized,"Approved predictor family, but interpretation needs caution due to sparsity or commercial proxy risk."
ao2_gradient_boosting_feature_importance,categorical__order_state_normalized_mato_grosso,categorical_order_state_normalized_mato_grosso,feature_importance_driver,caution,caution_approved:order_state_normalized,"Approved predictor family, but interpretation needs caution due to sparsity or commercial proxy risk."
ao2_gradient_boosting_feature_importance,categorical__order_state_normalized_mato_grosso_del_sur,categorical_order_state_normalized_mato_grosso_del_sur,feature_importance_driver,caution,caution_approved:order_state_normalized,"Approved predictor family, but interpretation needs caution due to sparsity or commercial proxy risk."
ao2_gradient_boosting_feature_importance,categorical__order_state_normalized_mayabeque,categorical_order_state_normalized_mayabeque,feature_importance_driver,caution,caution_approved:order_state_normalized,"Approved predictor family, but interpretation needs caution due to sparsity or commercial proxy risk."
ao2_gradient_boosting_feature_importance,categorical__order_state_normalized_mazandarn,categorical_order_state_normalized_mazandarn,feature_importance_driver,caution,caution_approved:order_state_normalized,"Approved predictor family, but interpretation needs caution due to sparsity or commercial proxy risk."
ao2_gradient_boosting_feature_importance,categorical__order_state_normalized_mazovia,categorical_order_state_normalized_mazovia,feature_importance_driver,caution,caution_approved:order_state_normalized,"Approved predictor family, but interpretation needs caution due to sparsity or commercial proxy risk."
ao2_gradient_boosting_feature_importance,categorical__order_state_normalized_mbeya,categorical_order_state_normalized_mbeya,feature_importance_driver,caution,caution_approved:order_state_normalized,"Approved predictor family, but interpretation needs caution due to sparsity or commercial proxy risk."
ao2_gradient_boosting_feature_importance,categorical__order_state_normalized_meca,categorical_order_state_normalized_meca,feature_importance_driver,caution,caution_approved:order_state_normalized,"Approved predictor family, but interpretation needs caution due to sparsity or commercial proxy risk."
ao2_gradient_boosting_feature_importance,categorical__order_state_normalized_mecklemburgopomerania_occidental,categorical_order_state_normalized_mecklemburgopomerania_occidental,feature_importance_driver,caution,caution_approved:order_state_normalized,"Approved predictor family, but interpretation needs caution due to sparsity or commercial proxy risk."
ao2_gradient_boosting_feature_importance,categorical__order_state_normalized_medina,categorical_order_state_normalized_medina,feature_importance_driver,caution,caution_approved:order_state_normalized,"Approved predictor family, but interpretation needs caution due to sparsity or commercial proxy risk."
ao2_gradient_boosting_feature_importance,categorical__order_state_normalized_mehedinti,categorical_order_state_normalized_mehedinti,feature_importance_driver,caution,caution_approved:order_state_normalized,"Approved predictor family, but interpretation needs caution due to sparsity or commercial proxy risk."
ao2_gradient_boosting_feature_importance,categorical__order_state_normalized_melilla,categorical_order_state_normalized_melilla,feature_importance_driver,caution,caution_approved:order_state_normalized,"Approved predictor family, but interpretation needs caution due to sparsity or commercial proxy risk."
ao2_gradient_boosting_feature_importance,categorical__order_state_normalized_mendoza,categorical_order_state_normalized_mendoza,feature_importance_driver,caution,caution_approved:order_state_normalized,"Approved predictor family, but interpretation needs caution due to sparsity or commercial proxy risk."
ao2_gradient_boosting_feature_importance,categorical__order_state_normalized_menia,categorical_order_state_normalized_menia,feature_importance_driver,caution,caution_approved:order_state_normalized,"Approved predictor family, but interpretation needs caution due to sparsity or commercial proxy risk."
ao2_gradient_boosting_feature_importance,categorical__order_state_normalized_mequineztafilalet,categorical_order_state_normalized_mequineztafilalet,feature_importance_driver,caution,caution_approved:order_state_normalized,"Approved predictor family, but interpretation needs caution due to sparsity or commercial proxy risk."
ao2_gradient_boosting_feature_importance,categorical__order_state_normalized_meridional,categorical_order_state_normalized_meridional,feature_importance_driver,caution,caution_approved:order_state_normalized,"Approved predictor family, but interpretation needs caution due to sparsity or commercial proxy risk."
ao2_gradient_boosting_feature_importance,categorical__order_state_normalized_mersin,categorical_order_state_normalized_mersin,feature_importance_driver,caution,caution_approved:order_state_normalized,"Approved predictor family, but interpretation needs caution due to sparsity or commercial proxy risk."
ao2_gradient_boosting_feature_importance,categorical__order_state_normalized_mesena,categorical_order_state_normalized_mesena,feature_importance_driver,caution,caution_approved:order_state_normalized,"Approved predictor family, but interpretation needs caution due to sparsity or commercial proxy risk."
ao2_gradient_boosting_feature_importance,categorical__order_state_normalized_michigan,categorical_order_state_normalized_michigan,feature_importance_driver,caution,caution_approved:order_state_normalized,"Approved predictor family, but interpretation needs caution due to sparsity or commercial proxy risk."
ao2_gradient_boosting_feature_importance,categorical__order_state_normalized_michoacn,categorical_order_state_normalized_michoacn,feature_importance_driver,caution,caution_approved:order_state_normalized,"Approved predictor family, but interpretation needs caution due to sparsity or commercial proxy risk."
ao2_gradient_boosting_feature_importance,categorical__order_state_normalized_mie,categorical_order_state_normalized_mie,feature_importance_driver,caution,caution_approved:order_state_normalized,"Approved predictor family, but interpretation needs caution due to sparsity or commercial proxy risk."
ao2_gradient_boosting_feature_importance,categorical__order_state_normalized_minas_gerais,categorical_order_state_normalized_minas_gerais,feature_importance_driver,caution,caution_approved:order_state_normalized,"Approved predictor family, but interpretation needs caution due to sparsity or commercial proxy risk."
ao2_gradient_boosting_feature_importance,categorical__order_state_normalized_mindanao_septentrional,categorical_order_state_normalized_mindanao_septentrional,feature_importance_driver,caution,caution_approved:order_state_normalized,"Approved predictor family, but interpretation needs caution due to sparsity or commercial proxy risk."
ao2_gradient_boosting_feature_importance,categorical__order_state_normalized_minnesota,categorical_order_state_normalized_minnesota,feature_importance_driver,caution,caution_approved:order_state_normalized,"Approved predictor family, but interpretation needs caution due to sparsity or commercial proxy risk."
ao2_gradient_boosting_feature_importance,categorical__order_state_normalized_miranda,categorical_order_state_normalized_miranda,feature_importance_driver,caution,caution_approved:order_state_normalized,"Approved predictor family, but interpretation needs caution due to sparsity or commercial proxy risk."
ao2_gradient_boosting_feature_importance,categorical__order_state_normalized_misiones,categorical_order_state_normalized_misiones,feature_importance_driver,caution,caution_approved:order_state_normalized,"Approved predictor family, but interpretation needs caution due to sparsity or commercial proxy risk."
ao2_gradient_boosting_feature_importance,categorical__order_state_normalized_misisipi,categorical_order_state_normalized_misisipi,feature_importance_driver,caution,caution_approved:order_state_normalized,"Approved predictor family, but interpretation needs caution due to sparsity or commercial proxy risk."
ao2_gradient_boosting_feature_importance,categorical__order_state_normalized_misurata,categorical_order_state_normalized_misurata,feature_importance_driver,caution,caution_approved:order_state_normalized,"Approved predictor family, but interpretation needs caution due to sparsity or commercial proxy risk."
ao2_gradient_boosting_feature_importance,categorical__order_state_normalized_misuri,categorical_order_state_normalized_misuri,feature_importance_driver,caution,caution_approved:order_state_normalized,"Approved predictor family, but interpretation needs caution due to sparsity or commercial proxy risk."
ao2_gradient_boosting_feature_importance,categorical__order_state_normalized_monagas,categorical_order_state_normalized_monagas,feature_importance_driver,caution,caution_approved:order_state_normalized,"Approved predictor family, but interpretation needs caution due to sparsity or commercial proxy risk."
ao2_gradient_boosting_feature_importance,categorical__order_state_normalized_mongolia_interior,categorical_order_state_normalized_mongolia_interior,feature_importance_driver,caution,caution_approved:order_state_normalized,"Approved predictor family, but interpretation needs caution due to sparsity or commercial proxy risk."
ao2_gradient_boosting_feature_importance,categorical__order_state_normalized_monseor_nouel,categorical_order_state_normalized_monseor_nouel,feature_importance_driver,caution,caution_approved:order_state_normalized,"Approved predictor family, but interpretation needs caution due to sparsity or commercial proxy risk."
ao2_gradient_boosting_feature_importance,categorical__order_state_normalized_montana,categorical_order_state_normalized_montana,feature_importance_driver,caution,caution_approved:order_state_normalized,"Approved predictor family, but interpretation needs caution due to sparsity or commercial proxy risk."
ao2_gradient_boosting_feature_importance,categorical__order_state_normalized_montevideo,categorical_order_state_normalized_montevideo,feature_importance_driver,caution,caution_approved:order_state_normalized,"Approved predictor family, but interpretation needs caution due to sparsity or commercial proxy risk."
ao2_gradient_boosting_feature_importance,categorical__order_state_normalized_montserrado,categorical_order_state_normalized_montserrado,feature_importance_driver,caution,caution_approved:order_state_normalized,"Approved predictor family, but interpretation needs caution due to sparsity or commercial proxy risk."
ao2_gradient_boosting_feature_importance,categorical__order_state_normalized_mopti,categorical_order_state_normalized_mopti,feature_importance_driver,caution,caution_approved:order_state_normalized,"Approved predictor family, but interpretation needs caution due to sparsity or commercial proxy risk."
ao2_gradient_boosting_feature_importance,categorical__order_state_normalized_moquegua,categorical_order_state_normalized_moquegua,feature_importance_driver,caution,caution_approved:order_state_normalized,"Approved predictor family, but interpretation needs caution due to sparsity or commercial proxy risk."
ao2_gradient_boosting_feature_importance,categorical__order_state_normalized_morelos,categorical_order_state_normalized_morelos,feature_importance_driver,caution,caution_approved:order_state_normalized,"Approved predictor family, but interpretation needs caution due to sparsity or commercial proxy risk."
ao2_gradient_boosting_feature_importance,categorical__order_state_normalized_morogoro,categorical_order_state_normalized_morogoro,feature_importance_driver,caution,caution_approved:order_state_normalized,"Approved predictor family, but interpretation needs caution due to sparsity or commercial proxy risk."
ao2_gradient_boosting_feature_importance,categorical__order_state_normalized_mostaganem,categorical_order_state_normalized_mostaganem,feature_importance_driver,caution,caution_approved:order_state_normalized,"Approved predictor family, but interpretation needs caution due to sparsity or commercial proxy risk."
ao2_gradient_boosting_feature_importance,categorical__order_state_normalized_mpumalanga,categorical_order_state_normalized_mpumalanga,feature_importance_driver,caution,caution_approved:order_state_normalized,"Approved predictor family, but interpretation needs caution due to sparsity or commercial proxy risk."
ao2_gradient_boosting_feature_importance,categorical__order_state_normalized_mrida,categorical_order_state_normalized_mrida,feature_importance_driver,caution,caution_approved:order_state_normalized,"Approved predictor family, but interpretation needs caution due to sparsity or commercial proxy risk."
ao2_gradient_boosting_feature_importance,categorical__order_state_normalized_mtwara,categorical_order_state_normalized_mtwara,feature_importance_driver,caution,caution_approved:order_state_normalized,"Approved predictor family, but interpretation needs caution due to sparsity or commercial proxy risk."
ao2_gradient_boosting_feature_importance,categorical__order_state_normalized_murcia,categorical_order_state_normalized_murcia,feature_importance_driver,caution,caution_approved:order_state_normalized,"Approved predictor family, but interpretation needs caution due to sparsity or commercial proxy risk."
ao2_gradient_boosting_feature_importance,categorical__order_state_normalized_mwanza,categorical_order_state_normalized_mwanza,feature_importance_driver,caution,caution_approved:order_state_normalized,"Approved predictor family, but interpretation needs caution due to sparsity or commercial proxy risk."
ao2_gradient_boosting_feature_importance,categorical__order_state_normalized_mxico,categorical_order_state_normalized_mxico,feature_importance_driver,caution,caution_approved:order_state_normalized,"Approved predictor family, but interpretation needs caution due to sparsity or commercial proxy risk."
ao2_gradient_boosting_feature_importance,categorical__order_state_normalized_mykolayiv,categorical_order_state_normalized_mykolayiv,feature_importance_driver,caution,caution_approved:order_state_normalized,"Approved predictor family, but interpretation needs caution due to sparsity or commercial proxy risk."
ao2_gradient_boosting_feature_importance,categorical__order_state_normalized_nagano,categorical_order_state_normalized_nagano,feature_importance_driver,caution,caution_approved:order_state_normalized,"Approved predictor family, but interpretation needs caution due to sparsity or commercial proxy risk."
ao2_gradient_boosting_feature_importance,categorical__order_state_normalized_nagasaki,categorical_order_state_normalized_nagasaki,feature_importance_driver,caution,caution_approved:order_state_normalized,"Approved predictor family, but interpretation needs caution due to sparsity or commercial proxy risk."
ao2_gradient_boosting_feature_importance,categorical__order_state_normalized_nairobi,categorical_order_state_normalized_nairobi,feature_importance_driver,caution,caution_approved:order_state_normalized,"Approved predictor family, but interpretation needs caution due to sparsity or commercial proxy risk."
ao2_gradient_boosting_feature_importance,categorical__order_state_normalized_nakhon_ratchasima,categorical_order_state_normalized_nakhon_ratchasima,feature_importance_driver,caution,caution_approved:order_state_normalized,"Approved predictor family, but interpretation needs caution due to sparsity or commercial proxy risk."
ao2_gradient_boosting_feature_importance,categorical__order_state_normalized_namangn,categorical_order_state_normalized_namangn,feature_importance_driver,caution,caution_approved:order_state_normalized,"Approved predictor family, but interpretation needs caution due to sparsity or commercial proxy risk."
ao2_gradient_boosting_feature_importance,categorical__order_state_normalized_namibe,categorical_order_state_normalized_namibe,feature_importance_driver,caution,caution_approved:order_state_normalized,"Approved predictor family, but interpretation needs caution due to sparsity or commercial proxy risk."
ao2_gradient_boosting_feature_importance,categorical__order_state_normalized_nampula,categorical_order_state_normalized_nampula,feature_importance_driver,caution,caution_approved:order_state_normalized,"Approved predictor family, but interpretation needs caution due to sparsity or commercial proxy risk."
ao2_gradient_boosting_feature_importance,categorical__order_state_normalized_namur,categorical_order_state_normalized_namur,feature_importance_driver,caution,caution_approved:order_state_normalized,"Approved predictor family, but interpretation needs caution due to sparsity or commercial proxy risk."
ao2_gradient_boosting_feature_importance,categorical__order_state_normalized_nangarhar,categorical_order_state_normalized_nangarhar,feature_importance_driver,caution,caution_approved:order_state_normalized,"Approved predictor family, but interpretation needs caution due to sparsity or commercial proxy risk."
ao2_gradient_boosting_feature_importance,categorical__order_state_normalized_nario,categorical_order_state_normalized_nario,feature_importance_driver,caution,caution_approved:order_state_normalized,"Approved predictor family, but interpretation needs caution due to sparsity or commercial proxy risk."
ao2_gradient_boosting_feature_importance,categorical__order_state_normalized_navarra,categorical_order_state_normalized_navarra,feature_importance_driver,caution,caution_approved:order_state_normalized,"Approved predictor family, but interpretation needs caution due to sparsity or commercial proxy risk."
ao2_gradient_boosting_feature_importance,categorical__order_state_normalized_nayarit,categorical_order_state_normalized_nayarit,feature_importance_driver,caution,caution_approved:order_state_normalized,"Approved predictor family, but interpretation needs caution due to sparsity or commercial proxy risk."
ao2_gradient_boosting_feature_importance,categorical__order_state_normalized_neamt,categorical_order_state_normalized_neamt,feature_importance_driver,caution,caution_approved:order_state_normalized,"Approved predictor family, but interpretation needs caution due to sparsity or commercial proxy risk."
ao2_gradient_boosting_feature_importance,categorical__order_state_normalized_nebraska,categorical_order_state_normalized_nebraska,feature_importance_driver,caution,caution_approved:order_state_normalized,"Approved predictor family, but interpretation needs caution due to sparsity or commercial proxy risk."
ao2_gradient_boosting_feature_importance,categorical__order_state_normalized_negeri_sembilan,categorical_order_state_normalized_negeri_sembilan,feature_importance_driver,caution,caution_approved:order_state_normalized,"Approved predictor family, but interpretation needs caution due to sparsity or commercial proxy risk."
ao2_gradient_boosting_feature_importance,categorical__order_state_normalized_nelson,categorical_order_state_normalized_nelson,feature_importance_driver,caution,caution_approved:order_state_normalized,"Approved predictor family, but interpretation needs caution due to sparsity or commercial proxy risk."
ao2_gradient_boosting_feature_importance,categorical__order_state_normalized_neuqun,categorical_order_state_normalized_neuqun,feature_importance_driver,caution,caution_approved:order_state_normalized,"Approved predictor family, but interpretation needs caution due to sparsity or commercial proxy risk."
